City/Town,Report Date,Total Case Count,Two Week Case Counts,Average Daily Rate,% Change in Last Week,Total Tests,Total Tests Last Two Weeks,Total Positive Tests,Percent Positivity,Change Since Last Week
Unknown,09/23/2020,312,33,*,Higher,91875,10391,25,0.24%,No Change
State,09/23/2020,126408,4823,4.9,Higher,3557548,693958,5950,0.85%,No Change
Abington,09/16/2020,276,9,3.6,Lower,5308,685,15,2.19%,Lower
Acton,09/16/2020,193,<5,0.9,Lower,8010,1249,4,0.32%,Lower
Acushnet,09/16/2020,112,<5,2.7,Higher,2815,344,4,1.16%,Higher
Adams,09/16/2020,43,<5,2.6,Higher,2200,425,5,1.18%,Higher
Agawam,09/16/2020,547,11,2.7,Lower,12121,1621,12,0.74%,Lower
Alford,09/16/2020,<5,0,0,No Change,67,10,0,0%,No Change
Amesbury,09/16/2020,201,<5,0.4,Lower,5515,771,2,0.26%,No Change
Amherst,09/16/2020,146,<5,0.5,Lower,45105,20440,12,0.06%,No Change
Andover,09/16/2020,366,10,2.0,Lower,14394,2963,10,0.34%,Lower
Aquinnah,09/16/2020,<5,0,0,No Change,165,12,0,0%,No Change
Arlington,09/16/2020,353,14,2.2,Lower,16963,3110,14,0.45%,Lower
Ashburnham,09/16/2020,38,<5,3.4,No Change,2156,383,4,1.04%,Lower
Ashby,09/16/2020,18,0,0,No Change,826,119,1,0.84%,No Change
Ashfield,09/16/2020,6,<5,8.3,No Change,464,97,2,2.06%,Higher
Ashland,09/16/2020,299,15,5.5,Lower,6688,1078,16,1.48%,Lower
Athol,09/16/2020,85,<5,1.8,Higher,4390,533,5,0.94%,No Change
Attleboro,09/16/2020,787,47,7.3,Higher,13111,1814,50,2.76%,Higher
Auburn,09/16/2020,250,6,2.6,Higher,5946,976,7,0.72%,Higher
Avon,09/16/2020,82,0,0,No Change,1637,193,0,0%,No Change
Ayer,09/16/2020,150,0,0,No Change,5456,499,0,0%,No Change
Barnstable,09/16/2020,451,14,2.2,Lower,13344,1477,18,1.22%,Lower
Barre,09/16/2020,65,<5,2.6,Lower,1666,272,2,0.74%,Lower
Becket,09/16/2020,16,0,0,No Change,454,65,0,0%,No Change
Bedford,09/16/2020,262,5,2.4,No Change,9618,819,6,0.73%,Lower
Belchertown,09/16/2020,133,<5,0.9,No Change,5618,1279,2,0.16%,No Change
Bellingham,09/16/2020,161,<5,1.2,Higher,4769,676,3,0.44%,No Change
Belmont,09/16/2020,263,8,2.1,Higher,9893,1969,10,0.51%,Higher
Berkley,09/16/2020,86,<5,4.2,Higher,2125,277,4,1.44%,Higher
Berlin,09/16/2020,22,0,0,No Change,1090,191,0,0%,No Change
Bernardston,09/16/2020,8,0,0,No Change,726,152,0,0%,No Change
Beverly,09/16/2020,689,12,2.1,Lower,22202,5577,13,0.23%,Lower
Billerica,09/16/2020,636,18,3.0,Higher,13943,1900,18,0.95%,Higher
Blackstone,09/16/2020,73,<5,2.4,Lower,2461,318,3,0.94%,Lower
Blandford,09/16/2020,<5,0,0,No Change,243,44,0,0%,Lower
Bolton,09/16/2020,13,<5,1.4,Higher,1834,325,1,0.31%,Higher
Boston,09/16/2020,16957,750,7.7,Higher,410791,118323,887,0.75%,Lower
Bourne,09/16/2020,176,<5,1.4,Higher,6771,931,5,0.54%,Higher
Boxborough,09/16/2020,28,0,0,No Change,1623,257,0,0%,No Change
Boxford,09/16/2020,55,<5,0.9,Lower,2656,472,2,0.42%,Lower
Boylston,09/16/2020,26,<5,3.2,Higher,1558,266,2,0.75%,Higher
Braintree,09/16/2020,870,12,2.2,Higher,14841,2215,18,0.81%,Higher
Brewster,09/16/2020,117,<5,0.7,No Change,3289,481,1,0.21%,No Change
Bridgewater,09/16/2020,392,8,2.0,Lower,12027,2110,9,0.43%,Lower
Brimfield,09/16/2020,14,<5,7.7,No Change,1024,195,4,2.05%,Lower
Brockton,09/16/2020,4722,92,6.7,Higher,44591,4882,123,2.52%,No Change
Brookfield,09/16/2020,26,0,0,No Change,1167,183,0,0%,Lower
Brookline,09/16/2020,469,17,1.9,Lower,22430,4188,21,0.50%,Lower
Buckland,09/16/2020,8,0,0,No Change,91,19,0,0%,No Change
Burlington,09/16/2020,289,<5,1.0,Lower,8384,1267,6,0.47%,Lower
Cambridge,09/16/2020,1134,34,2.2,Higher,90707,25496,42,0.16%,No Change
Canton,09/16/2020,347,8,2.5,No Change,10267,1537,10,0.65%,Lower
Carlisle,09/16/2020,21,0,0,No Change,1572,272,0,0%,No Change
Carver,09/16/2020,77,8,4.7,Higher,3198,445,9,2.02%,Higher
Charlemont,09/16/2020,<5,0,0,No Change,404,80,0,0%,No Change
Charlton,09/16/2020,111,<5,0.5,No Change,5475,1086,3,0.28%,No Change
Chatham,09/16/2020,30,<5,4.9,Lower,1823,206,4,1.94%,Lower
Chelmsford,09/16/2020,412,28,5.6,Higher,13287,1603,29,1.81%,Higher
Chelsea,09/16/2020,3498,121,22.9,Lower,26931,3451,163,4.72%,Lower
Cheshire,09/16/2020,<5,0,0,No Change,876,131,0,0%,No Change
Chester,09/16/2020,5,<5,5.3,No Change,281,48,2,4.17%,Higher
Chesterfield,09/16/2020,5,0,0,No Change,299,72,0,0%,No Change
Chicopee,09/16/2020,611,15,1.9,Lower,18273,3019,21,0.70%,Lower
Chilmark,09/16/2020,<5,<5,9.2,Higher,1246,129,1,0.78%,Higher
Clarksburg,09/16/2020,9,0,0,Lower,347,43,0,0%,Lower
Clinton,09/16/2020,298,15,7.6,Higher,5261,666,15,2.25%,Higher
Cohasset,09/16/2020,34,<5,1.9,Lower,2133,381,2,0.52%,Lower
Colrain,09/16/2020,<5,0,0,No Change,425,80,0,0%,No Change
Concord,09/16/2020,192,0,0,Lower,9163,1415,1,0.07%,Lower
Conway,09/16/2020,<5,0,0,No Change,630,122,0,0%,No Change
Cummington,09/16/2020,<5,0,0,No Change,282,52,0,0%,No Change
Dalton,09/16/2020,20,<5,1.1,Higher,1833,228,1,0.44%,Higher
Danvers,09/16/2020,789,15,3.8,Higher,12923,1437,19,1.32%,Higher
Dartmouth,09/16/2020,451,16,3.1,Lower,12498,2614,25,0.96%,No Change
Dedham,09/16/2020,495,42,11.1,Higher,11049,1591,47,2.95%,Higher
Deerfield,09/16/2020,17,0,0,Lower,3435,1422,0,0%,Lower
Dennis,09/16/2020,105,<5,2.2,Higher,3653,373,5,1.34%,Higher
Dighton,09/16/2020,72,<5,1.8,Higher,2193,321,2,0.62%,Higher
Douglas,09/16/2020,54,0,0,Lower,2338,365,0,0%,Lower
Dover,09/16/2020,24,0,0,No Change,1942,377,0,0%,No Change
Dracut,09/16/2020,522,19,4.2,Higher,12460,1439,20,1.39%,Higher
Dudley,09/16/2020,107,<5,1.7,No Change,8070,3060,3,0.10%,No Change
Dunstable,09/16/2020,10,0,0,No Change,852,158,0,0%,No Change
Duxbury,09/16/2020,138,13,6.1,Higher,5493,765,15,1.96%,Higher
East Bridgewater,09/16/2020,206,10,4.8,Higher,4166,516,10,1.94%,Higher
East Brookfield,09/16/2020,13,0,0,No Change,611,97,0,0%,No Change
East Longmeadow,09/16/2020,301,8,3.4,No Change,6290,1186,11,0.93%,Lower
Eastham,09/16/2020,14,0,0,No Change,1189,106,0,0%,No Change
Easthampton,09/16/2020,127,5,2.2,Lower,8562,2218,6,0.27%,Lower
Easton,09/16/2020,333,10,3.0,Lower,16811,5134,11,0.21%,Lower
Edgartown,09/16/2020,13,<5,3.5,Lower,3283,399,2,0.50%,Lower
Egremont,09/16/2020,7,0,0,No Change,285,60,0,0%,No Change
Erving,09/16/2020,6,0,0,No Change,568,125,0,0%,No Change
Essex,09/16/2020,25,0,0,No Change,970,130,0,0%,No Change
Everett,09/16/2020,2185,111,16.3,Lower,22422,2895,132,4.56%,Lower
Fairhaven,09/16/2020,264,5,2.2,Higher,6052,591,5,0.85%,Higher
Fall River,09/16/2020,2027,84,6.7,Lower,38000,3956,120,3.03%,No Change
Falmouth,09/16/2020,260,12,2.7,Higher,12578,1584,12,0.76%,Higher
Fitchburg,09/16/2020,875,13,2.2,Lower,16550,2642,24,0.91%,No Change
Florida,09/16/2020,<5,0,0,No Change,130,17,0,0%,No Change
Foxborough,09/16/2020,160,8,3.2,Lower,11241,2234,11,0.49%,No Change
Framingham,09/16/2020,2146,119,11.4,Higher,28369,4519,130,2.88%,Lower
Franklin,09/16/2020,181,11,2.3,No Change,9510,1502,14,0.93%,Higher
Freetown,09/16/2020,121,<5,2.4,Lower,2451,326,4,1.23%,Lower
Gardner,09/16/2020,213,6,2.1,Higher,9912,1048,6,0.57%,Higher
Georgetown,09/16/2020,75,<5,1.6,Lower,2654,428,4,0.93%,Lower
Gill,09/16/2020,<5,0,0,No Change,1089,375,0,0%,No Change
Gloucester,09/16/2020,293,6,1.5,Lower,8373,1048,6,0.57%,Lower
Goshen,09/16/2020,5,0,0,No Change,161,35,0,0%,No Change
Gosnold,09/16/2020,5,0,0,No Change,109,1,0,0%,No Change
Grafton,09/16/2020,112,0,0,Lower,6425,1386,0,0%,Lower
Granby,09/16/2020,46,<5,3.5,No Change,2050,454,3,0.66%,Lower
Granville,09/16/2020,12,0,0,No Change,455,81,0,0%,No Change
Great Barrington,09/16/2020,82,<5,4.2,Higher,5484,1305,6,0.46%,Higher
Greenfield,09/16/2020,226,<5,0.4,Lower,7075,1127,1,0.09%,Lower
Groton,09/16/2020,46,<5,0.6,No Change,4291,1014,2,0.20%,No Change
Groveland,09/16/2020,46,<5,3.1,No Change,2012,281,3,1.07%,No Change
Hadley,09/16/2020,50,0,0,Lower,4323,1001,1,0.10%,Lower
Halifax,09/16/2020,63,<5,3.7,Higher,2171,321,4,1.25%,Higher
Hamilton,09/16/2020,47,<5,1.0,Lower,2369,356,2,0.56%,Lower
Hampden,09/16/2020,102,<5,1.4,Higher,1781,347,1,0.29%,No Change
Hancock,09/16/2020,<5,<5,11.0,Higher,72,10,1,10.00%,Higher
Hanover,09/16/2020,89,6,3.0,Higher,3921,637,8,1.26%,Higher
Hanson,09/16/2020,125,5,3.3,Higher,3069,447,5,1.12%,Higher
Hardwick,09/16/2020,10,0,0,No Change,652,145,0,0%,No Change
Harvard,09/16/2020,21,<5,3.1,Higher,1849,320,4,1.25%,Higher
Harwich,09/16/2020,147,<5,1.7,Lower,4192,378,3,0.79%,Lower
Hatfield,09/16/2020,21,0,0,No Change,1173,221,0,0%,No Change
Haverhill,09/16/2020,1404,50,5.4,Lower,26086,3703,61,1.65%,Lower
Hawley,09/16/2020,0,0,0,No Change,37,2,0,0%,No Change
Heath,09/16/2020,0,0,0,No Change,121,32,0,0%,No Change
Hingham,09/16/2020,321,24,7.2,Higher,8180,1212,26,2.15%,Higher
Hinsdale,09/16/2020,5,0,0,No Change,646,80,0,0%,No Change
Holbrook,09/16/2020,220,8,5.1,Higher,3652,441,8,1.81%,Higher
Holden,09/16/2020,152,<5,1.1,Lower,7598,1301,4,0.31%,Lower
Holland,09/16/2020,12,0,0,Lower,690,117,0,0%,Lower
Holliston,09/16/2020,87,<5,1.0,Lower,4824,813,3,0.37%,Lower
Holyoke,09/16/2020,1096,18,3.1,Lower,19825,2657,25,0.94%,Lower
Hopedale,09/16/2020,57,5,6.3,No Change,2293,326,5,1.53%,Lower
Hopkinton,09/16/2020,141,0,0,No Change,5950,947,0,0%,Lower
Hubbardston,09/16/2020,8,0,0,No Change,1293,225,0,0%,No Change
Hudson,09/16/2020,231,6,2.0,Lower,6580,961,6,0.62%,Lower
Hull,09/16/2020,75,5,3.6,No Change,2791,406,7,1.72%,Lower
Huntington,09/16/2020,19,<5,12.9,Higher,687,107,4,3.74%,Higher
Ipswich,09/16/2020,88,<5,1.1,No Change,4539,599,2,0.33%,No Change
Kingston,09/16/2020,153,<5,1.1,Lower,4655,669,2,0.30%,Lower
Lakeville,09/16/2020,76,<5,1.9,Lower,3138,404,8,1.98%,No Change
Lancaster,09/16/2020,113,5,4.2,Higher,2694,400,5,1.25%,Higher
Lanesborough,09/16/2020,8,0,0,No Change,807,135,0,0%,No Change
Lawrence,09/16/2020,4325,209,16.9,Lower,43340,4872,259,5.32%,No Change
Lee,09/16/2020,22,0,0,No Change,1727,182,0,0%,No Change
Leicester,09/16/2020,174,<5,2.5,Higher,4330,721,5,0.69%,Higher
Lenox,09/16/2020,19,0,0,Lower,2144,198,0,0%,Lower
Leominster,09/16/2020,768,14,2.5,Lower,16340,1957,19,0.97%,No Change
Leverett,09/16/2020,<5,0,0,No Change,908,253,0,0%,No Change
Lexington,09/16/2020,352,9,1.9,Higher,10424,1913,9,0.47%,No Change
Leyden,09/16/2020,0,0,0,No Change,46,11,0,0%,No Change
Lincoln,09/16/2020,48,<5,0.8,No Change,2593,391,1,0.26%,No Change
Littleton,09/16/2020,112,<5,2.2,No Change,3592,547,4,0.73%,Higher
Longmeadow,09/16/2020,252,<5,1.4,No Change,6249,1081,3,0.28%,Lower
Lowell,09/16/2020,3262,105,6.4,Higher,51656,6358,126,1.98%,Higher
Ludlow,09/16/2020,160,6,2.1,Lower,6783,1276,7,0.55%,Lower
Lunenburg,09/16/2020,75,<5,1.4,No Change,3371,438,2,0.46%,No Change
Lynn,09/16/2020,4693,180,12.7,Higher,47540,5469,249,4.55%,Higher
Lynnfield,09/16/2020,131,17,10.4,Lower,4516,756,20,2.65%,Higher
Malden,09/16/2020,1473,57,6.0,Lower,26221,4786,76,1.59%,Lower
Manchester,09/16/2020,23,<5,1.4,Higher,1458,247,1,0.40%,Higher
Mansfield,09/16/2020,208,9,2.7,Higher,7307,1258,11,0.87%,Higher
Marblehead,09/16/2020,265,<5,1.1,No Change,7647,998,4,0.40%,No Change
Marion,09/16/2020,18,0,0,Lower,3844,933,0,0%,No Change
Marlborough,09/16/2020,1158,34,5.6,Higher,17606,1994,42,2.11%,Higher
Marshfield,09/16/2020,189,5,1.4,Lower,7349,982,7,0.71%,Lower
Mashpee,09/16/2020,80,<5,1.4,Higher,5082,574,3,0.52%,Higher
Mattapoisett,09/16/2020,46,<5,1.2,No Change,1810,257,1,0.39%,No Change
Maynard,09/16/2020,90,<5,0.7,Lower,3803,574,1,0.17%,Lower
Medfield,09/16/2020,47,5,3.1,Higher,4109,792,5,0.63%,Higher
Medford,09/16/2020,1201,40,4.7,Lower,36287,10125,49,0.48%,Lower
Medway,09/16/2020,131,0,0,Lower,4206,685,1,0.15%,Lower
Melrose,09/16/2020,309,10,2.5,Higher,13155,2301,12,0.52%,Higher
Mendon,09/16/2020,39,6,7.4,No Change,1783,314,7,2.23%,Higher
Merrimac,09/16/2020,42,<5,4.5,Lower,2024,344,5,1.45%,Lower
Methuen,09/16/2020,1214,48,6.4,Lower,20699,2875,61,2.12%,Lower
Middleborough,09/16/2020,316,12,3.2,Lower,7966,915,15,1.64%,Lower
Middlefield,09/16/2020,0,0,0,No Change,51,12,0,0%,No Change
Middleton,09/16/2020,185,<5,2.1,Higher,3123,398,4,1.01%,Higher
Milford,09/16/2020,731,18,4.4,Higher,11641,1414,23,1.63%,Higher
Millbury,09/16/2020,233,<5,1.0,Lower,4541,658,3,0.46%,No Change
Millis,09/16/2020,58,<5,2.7,Higher,2460,366,3,0.82%,Higher
Millville,09/16/2020,27,<5,4.0,No Change,799,131,2,1.53%,Lower
Milton,09/16/2020,360,10,2.5,Lower,15948,3946,11,0.28%,Lower
Monroe,09/16/2020,<5,<5,143.8,No Change,24,7,3,42.86%,Lower
Monson,09/16/2020,59,12,10.2,Higher,2487,608,15,2.47%,Lower
Montague,09/16/2020,29,0,0,No Change,2776,463,0,0%,No Change
Monterey,09/16/2020,<5,<5,7.7,Higher,285,49,1,2.04%,Higher
Montgomery,09/16/2020,7,<5,8.1,Lower,81,14,1,7.14%,Lower
Mount Washington,09/16/2020,0,0,0,No Change,10,,0,,No Change
Nahant,09/16/2020,47,0,0,Lower,1337,199,1,0.50%,Lower
Nantucket,09/16/2020,79,30,18.9,Higher,4959,806,31,3.85%,Higher
Natick,09/16/2020,473,11,2.2,Higher,13108,2184,12,0.55%,No Change
Needham,09/16/2020,380,5,1.2,Lower,12894,2637,5,0.19%,Lower
New Ashford,09/16/2020,0,0,0,No Change,44,5,0,0%,No Change
New Bedford,09/16/2020,2548,131,9.4,Lower,36911,3903,158,4.05%,Lower
New Braintree,09/16/2020,<5,0,0,No Change,251,49,0,0%,No Change
New Marlborough,09/16/2020,9,0,0,No Change,284,47,0,0%,No Change
New Salem,09/16/2020,<5,0,0,No Change,323,56,0,0%,No Change
Newbury,09/16/2020,20,<5,1.1,Lower,2109,339,1,0.29%,Lower
Newburyport,09/16/2020,133,8,3.2,Higher,7430,1067,8,0.75%,Higher
Newton,09/16/2020,952,53,4.1,Higher,53757,13172,61,0.46%,Higher
Norfolk,09/16/2020,42,<5,1.2,Lower,4630,538,2,0.37%,Lower
North Adams,09/16/2020,57,<5,1.1,Lower,4769,1568,4,0.26%,Lower
North Andover,09/16/2020,404,15,3.5,Higher,22466,6339,16,0.25%,No Change
North Attleborough,09/16/2020,326,17,4.0,Lower,7820,1410,22,1.56%,Lower
North Brookfield,09/16/2020,24,0,0,Lower,1370,205,0,0%,Lower
North Reading,09/16/2020,216,<5,0.9,Lower,5547,896,2,0.22%,Lower
Northampton,09/16/2020,322,<5,0.2,Lower,15960,3723,4,0.11%,No Change
Northborough,09/16/2020,239,7,3.7,Higher,5460,806,7,0.87%,Higher
Northbridge,09/16/2020,343,5,2.0,Lower,5653,717,8,1.12%,Lower
Northfield,09/16/2020,<5,0,0,No Change,1157,231,0,0%,Lower
Norton,09/16/2020,175,14,5.0,Lower,13669,5084,17,0.33%,No Change
Norwell,09/16/2020,139,5,3.3,No Change,3493,546,5,0.92%,No Change
Norwood,09/16/2020,661,21,5.0,Lower,12128,1736,28,1.61%,No Change
Oak Bluffs,09/16/2020,10,0,0,Lower,2146,225,0,0%,Lower
Oakham,09/16/2020,11,<5,3.4,No Change,555,78,1,1.28%,Higher
Orange,09/16/2020,49,0,0,Lower,2712,370,0,0%,Lower
Orleans,09/16/2020,20,<5,2.5,Higher,1461,164,2,1.22%,Higher
Otis,09/16/2020,<5,0,0,No Change,341,47,0,0%,No Change
Oxford,09/16/2020,95,<5,1.0,Lower,4005,605,2,0.33%,Lower
Palmer,09/16/2020,78,7,4.2,Higher,3586,655,8,1.22%,Higher
Paxton,09/16/2020,43,<5,5.8,No Change,4636,1877,5,0.27%,No Change
Peabody,09/16/2020,1165,17,2.2,Lower,21814,3044,30,0.99%,Lower
Pelham,09/16/2020,<5,0,0,No Change,304,27,0,0%,No Change
Pembroke,09/16/2020,114,6,2.3,Higher,4817,672,6,0.89%,Higher
Pepperell,09/16/2020,65,<5,1.2,No Change,3049,472,3,0.64%,No Change
Peru,09/16/2020,<5,0,0,No Change,138,15,0,0%,No Change
Petersham,09/16/2020,8,0,0,No Change,359,58,0,0%,No Change
Phillipston,09/16/2020,19,<5,4.2,No Change,426,50,1,2.00%,Higher
Pittsfield,09/16/2020,227,<5,0.3,Lower,14695,1905,5,0.26%,Lower
Plainfield,09/16/2020,<5,0,0,No Change,187,27,0,0%,No Change
Plainville,09/16/2020,88,11,8.6,Higher,2688,444,11,2.48%,Higher
Plymouth,09/16/2020,684,32,3.7,Higher,19652,2231,35,1.57%,Higher
Plympton,09/16/2020,12,0,0,No Change,749,101,0,0%,No Change
Princeton,09/16/2020,8,0,0,No Change,1271,236,0,0%,No Change
Provincetown,09/16/2020,29,0,0,No Change,1542,98,0,0%,No Change
Quincy,09/16/2020,1410,44,3.1,No Change,35160,5323,58,1.09%,No Change
Randolph,09/16/2020,1036,12,2.5,Lower,14807,1792,19,1.06%,Lower
Raynham,09/16/2020,255,<5,1.0,Lower,4943,622,4,0.64%,Lower
Reading,09/16/2020,329,7,1.8,Lower,9453,1554,8,0.51%,Lower
Rehoboth,09/16/2020,81,<5,1.7,Higher,2695,411,3,0.73%,Higher
Revere,09/16/2020,2523,160,18.8,Higher,29592,4426,201,4.54%,Lower
Richmond,09/16/2020,5,0,0,No Change,396,66,0,0%,No Change
Rochester,09/16/2020,44,<5,1.3,Higher,1452,190,1,0.53%,Higher
Rockland,09/16/2020,326,12,4.8,Higher,5416,706,14,1.98%,Higher
Rockport,09/16/2020,87,<5,1.1,Higher,2006,276,1,0.36%,Higher
Rowe,09/16/2020,0,0,0,No Change,102,11,0,0%,No Change
Rowley,09/16/2020,68,0,0,No Change,2349,284,0,0%,No Change
Royalston,09/16/2020,<5,0,0,No Change,331,46,0,0%,No Change
Russell,09/16/2020,22,0,0,Lower,450,91,1,1.10%,Lower
Rutland,09/16/2020,61,<5,1.6,Higher,2948,550,2,0.36%,Higher
Salem,09/16/2020,802,25,4.0,Lower,20558,3756,38,1.01%,Lower
Salisbury,09/16/2020,67,<5,2.4,Lower,2538,320,6,1.88%,Higher
Sandisfield,09/16/2020,7,0,0,No Change,458,40,0,0%,No Change
Sandwich,09/16/2020,107,<5,0.3,Lower,5331,857,1,0.12%,Lower
Saugus,09/16/2020,690,36,9.0,Higher,11762,1894,42,2.22%,Lower
Savoy,09/16/2020,<5,0,0,No Change,141,22,0,0%,No Change
Scituate,09/16/2020,216,8,3.2,Higher,5656,920,11,1.20%,Higher
Seekonk,09/16/2020,118,<5,2.0,Lower,3267,477,8,1.68%,No Change
Sharon,09/16/2020,183,9,3.5,Higher,6506,1076,11,1.02%,Higher
Sheffield,09/16/2020,17,<5,2.3,Higher,1021,133,1,0.75%,Higher
Shelburne,09/16/2020,9,0,0,Lower,1120,196,0,0%,Lower
Sherborn,09/16/2020,22,<5,3.7,Higher,1417,218,2,0.92%,Higher
Shirley,09/16/2020,183,<5,3.4,Higher,4145,318,4,1.26%,Higher
Shrewsbury,09/16/2020,387,10,1.8,Higher,13729,2402,10,0.42%,No Change
Shutesbury,09/16/2020,<5,0,0,No Change,697,174,0,0%,No Change
Somerset,09/16/2020,237,9,3.5,Lower,6582,796,10,1.26%,Lower
Somerville,09/16/2020,1218,81,7.6,Lower,57547,15778,88,0.56%,Lower
South Hadley,09/16/2020,212,<5,0.4,Lower,7235,1767,4,0.23%,Lower
Southampton,09/16/2020,35,0,0,Lower,1871,392,0,0%,Lower
Southborough,09/16/2020,46,<5,1.5,No Change,3489,649,2,0.31%,No Change
Southbridge,09/16/2020,203,5,2.1,Higher,5828,772,7,0.91%,Higher
Southwick,09/16/2020,65,<5,0.7,No Change,2835,537,3,0.56%,Higher
Spencer,09/16/2020,90,<5,2.5,No Change,3890,648,5,0.77%,Lower
Springfield,09/16/2020,3319,73,3.3,Lower,59627,10022,99,0.99%,No Change
Sterling,09/16/2020,131,<5,1.8,Higher,3542,727,4,0.55%,Higher
Stockbridge,09/16/2020,15,0,0,No Change,704,86,0,0%,No Change
Stoneham,09/16/2020,435,10,3.2,Lower,9416,1414,10,0.71%,Lower
Stoughton,09/16/2020,653,13,3.4,Higher,10384,1262,15,1.19%,Higher
Stow,09/16/2020,29,<5,1.0,No Change,2482,430,1,0.23%,No Change
Sturbridge,09/16/2020,53,<5,1.4,Higher,2787,461,2,0.43%,Higher
Sudbury,09/16/2020,218,<5,1.2,No Change,6726,1085,3,0.28%,No Change
Sunderland,09/16/2020,10,0,0,No Change,3101,1290,0,0%,No Change
Sutton,09/16/2020,73,<5,3.2,No Change,2859,544,5,0.92%,No Change
Swampscott,09/16/2020,165,5,2.6,No Change,5825,800,5,0.63%,No Change
Swansea,09/16/2020,174,<5,1.3,Lower,4900,551,6,1.09%,Lower
Taunton,09/16/2020,1096,22,2.7,No Change,22322,2572,27,1.05%,No Change
Templeton,09/16/2020,127,0,0,Lower,2941,382,0,0%,Lower
Tewksbury,09/16/2020,640,8,1.9,Higher,13432,1658,9,0.54%,No Change
Tisbury,09/16/2020,15,<5,1.7,Higher,4026,437,1,0.23%,Higher
Tolland,09/16/2020,<5,0,0,No Change,48,6,0,0%,No Change
Topsfield,09/16/2020,123,<5,1.2,Higher,2782,366,1,0.27%,Higher
Townsend,09/16/2020,42,<5,0.8,Lower,2665,372,2,0.54%,Lower
Truro,09/16/2020,12,<5,3.6,No Change,644,57,1,1.75%,Higher
Tyngsborough,09/16/2020,127,15,8.9,Higher,3865,556,17,3.06%,Higher
Tyringham,09/16/2020,<5,<5,28.4,No Change,90,17,1,5.88%,Higher
Upton,09/16/2020,31,<5,2.4,Higher,2078,385,3,0.78%,Higher
Uxbridge,09/16/2020,87,<5,0.9,No Change,3974,536,2,0.37%,No Change
Wakefield,09/16/2020,353,9,2.4,Higher,10722,1541,12,0.78%,Higher
Wales,09/16/2020,5,0,0,No Change,447,74,0,0%,No Change
Walpole,09/16/2020,276,10,2.8,No Change,9262,1342,11,0.82%,No Change
Waltham,09/16/2020,1360,32,3.4,Lower,40378,14633,39,0.27%,Lower
Ware,09/16/2020,45,<5,1.4,Lower,3109,564,2,0.35%,Lower
Wareham,09/16/2020,236,5,1.5,No Change,6150,637,5,0.78%,No Change
Warren,09/16/2020,29,<5,1.3,Lower,1250,223,1,0.45%,Lower
Warwick,09/16/2020,0,0,0,No Change,206,37,0,0%,No Change
Washington,09/16/2020,<5,0,0,No Change,106,11,0,0%,No Change
Watertown,09/16/2020,436,11,2.4,Higher,13648,2422,12,0.50%,Higher
Wayland,09/16/2020,118,<5,1.1,Higher,5158,875,2,0.23%,Higher
Webster,09/16/2020,287,0,0,Lower,7345,1001,1,0.10%,Lower
Wellesley,09/16/2020,278,6,1.4,Lower,22568,8472,6,0.07%,No Change
Wellfleet,09/16/2020,7,0,0,Lower,865,81,0,0%,Lower
Wendell,09/16/2020,0,0,0,No Change,306,55,0,0%,No Change
Wenham,09/16/2020,28,<5,2.7,Lower,2852,364,2,0.55%,Higher
West Boylston,09/16/2020,67,<5,1.8,Higher,2720,413,2,0.48%,Higher
West Bridgewater,09/16/2020,157,5,4.9,Lower,3068,380,6,1.58%,Lower
West Brookfield,09/16/2020,26,0,0,No Change,1841,248,0,0%,No Change
West Newbury,09/16/2020,15,0,0,Lower,1333,225,0,0%,Lower
West Springfield,09/16/2020,447,15,3.6,Higher,9239,1445,23,1.59%,Higher
West Stockbridge,09/16/2020,10,<5,23.9,Higher,430,66,4,6.06%,Higher
West Tisbury,09/16/2020,14,0,0,No Change,1495,187,0,0%,Lower
Westborough,09/16/2020,382,15,5.7,Higher,7136,1242,18,1.45%,Higher
Westfield,09/16/2020,529,12,2.1,Higher,12631,1988,14,0.70%,Higher
Westford,09/16/2020,182,6,1.9,Lower,7747,1171,9,0.77%,Lower
Westhampton,09/16/2020,10,0,0,Lower,316,42,0,0%,Lower
Westminster,09/16/2020,39,<5,2.9,Lower,2425,351,3,0.85%,Lower
Weston,09/16/2020,128,<5,1.3,Lower,5323,992,3,0.30%,Lower
Westport,09/16/2020,128,5,2.1,Lower,4980,690,7,1.01%,Lower
Westwood,09/16/2020,161,5,2.4,Lower,5925,990,6,0.61%,Lower
Weymouth,09/16/2020,843,36,4.6,Higher,18302,2419,41,1.69%,Higher
Whately,09/16/2020,8,0,0,No Change,259,56,0,0%,No Change
Whitman,09/16/2020,221,12,5.6,No Change,4441,595,15,2.52%,Lower
Wilbraham,09/16/2020,255,8,3.9,No Change,7291,2304,9,0.39%,Lower
Williamsburg,09/16/2020,17,0,0,Lower,1360,253,0,0%,Lower
Williamstown,09/16/2020,92,<5,2.9,Lower,10438,5717,3,0.05%,No Change
Wilmington,09/16/2020,370,13,3.8,Higher,7422,1144,16,1.40%,No Change
Winchendon,09/16/2020,91,<5,0.7,No Change,3264,374,2,0.53%,Lower
Winchester,09/16/2020,133,<5,0.6,Lower,9495,1643,2,0.12%,Lower
Windsor,09/16/2020,0,0,0,No Change,216,34,0,0%,No Change
Winthrop,09/16/2020,393,23,8.7,No Change,10581,2558,31,1.21%,No Change
