City/Town,Report Date,Total Case Count,Total Case Rate,Total Persons Tested,TotalTested Rate,Percent Positive (Last 14 days),,,,,,,,
Braintree,05/27/2020,777,1974.1,3213,"8,163",24.20%,,,,,,,,
Brewster,05/27/2020,94,948.31,557,"5,619",16.90%,,,,,,,,
Bridgewater,05/27/2020,330,1160.05,3136,"11,024",10.50%,,,,,,,,
Brimfield,05/27/2020,5,134.21,134,"3,597",3.70%,,,,,,,,
Brockton,05/27/2020,3961,4031.62,13555,"13,797",29.20%,,,,,,,,
Brookfield,05/27/2020,20,546.19,137,"3,741",14.60%,,,,,,,,
Brookline,05/27/2020,349,542.06,2473,"3,841",14.10%,,,,,,,,
Buckland,05/27/2020,8,430,18,968,44.40%,,,,,,,,
Burlington,05/27/2020,246,889.9,1624,"5,875",15.10%,,,,,,,,
Cambridge,05/27/2020,918,813.93,9525,"8,445",9.60%,,,,,,,,
Canton,05/27/2020,271,1174.96,2088,"9,053",13.00%,,,,,,,,
Carlisle,05/27/2020,15,314.55,173,"3,628",8.70%,,,,,,,,
Carver,05/27/2020,52,427.06,642,"5,273",8.10%,,,,,,,,
Charlemont,05/27/2020,<5,*,52,"4,365",*,,,,,,,,
Charlton,05/27/2020,66,469.01,924,"6,566",7.10%,,,,,,,,
Chatham,05/27/2020,13,221.99,343,"5,857",3.80%,,,,,,,,
Chelmsford,05/27/2020,309,858.77,3032,"8,427",10.20%,,,,,,,,
Chelsea,05/27/2020,2713,7203.05,6742,"17,900",40.20%,,,,,,,,
Cheshire,05/27/2020,<5,*,129,"4,327",*,,,,,,,,
Chester,05/27/2020,5,368.42,54,"3,979",9.30%,,,,,,,,
Chesterfield,05/27/2020,<5,*,37,"3,023",*,,,,,,,,
Chicopee,05/27/2020,396,694.55,3122,"5,476",12.70%,,,,,,,,
Chilmark,05/27/2020,<5,*,39,"5,040",*,,,,,,,,
Clarksburg,05/27/2020,7,415.82,55,"3,267",12.70%,,,,,,,,
Clinton,05/27/2020,211,1499.09,1125,"7,993",18.80%,,,,,,,,
Cohasset,05/27/2020,23,310.83,347,"4,689",6.60%,,,,,,,,
Colrain,05/27/2020,<5,*,56,"3,487",*,,,,,,,,
Concord,05/27/2020,162,865.16,1912,"10,211",8.50%,,,,,,,,
Conway,05/27/2020,<5,*,76,"3,920",*,,,,,,,,
Cummington,05/27/2020,<5,*,43,"5,403",*,,,,,,,,
Dalton,05/27/2020,9,137.99,362,"5,550",2.50%,,,,,,,,
Danvers,05/27/2020,678,2374.3,3319,"11,623",20.40%,,,,,,,,
Dartmouth,05/27/2020,312,847.38,2341,"6,358",13.30%,,,,,,,,
Dedham,05/27/2020,340,1253.46,2023,"7,458",16.80%,,,,,,,,
Deerfield,05/27/2020,8,150.02,202,"3,788",4.00%,,,,,,,,
Dennis,05/27/2020,85,642.79,717,"5,422",11.90%,,,,,,,,
Dighton,05/27/2020,54,688.27,497,"6,335",10.90%,,,,,,,,
Douglas,05/27/2020,42,446.82,392,"4,170",10.70%,,,,,,,,
Dover,05/27/2020,18,345.41,187,"3,588",9.60%,,,,,,,,
Dracut,05/27/2020,433,1340.34,3093,"9,574",14.00%,,,,,,,,
Dudley,05/27/2020,74,597.55,519,"4,191",14.30%,,,,,,,,
Dunstable,05/27/2020,10,300.12,137,"4,112",7.30%,,,,,,,,
Duxbury,05/27/2020,65,429.52,1096,"7,242",5.90%,,,,,,,,
East Bridgewater,05/27/2020,173,1172.37,1077,"7,299",16.10%,,,,,,,,
East Brookfield,05/27/2020,9,401.53,77,"3,435",11.70%,,,,,,,,
East Longmeadow,05/27/2020,256,1513.49,1240,"7,331",20.60%,,,,,,,,
Eastham,05/27/2020,10,215.22,172,"3,702",5.80%,,,,,,,,
Easthampton,05/27/2020,79,487.25,808,"4,983",9.80%,,,,,,,,
Easton,05/27/2020,260,1097.13,1718,"7,249",15.10%,,,,,,,,
Edgartown,05/27/2020,7,170.66,174,"4,242",4.00%,,,,,,,,
Egremont,05/27/2020,5,456.27,40,"3,650",12.50%,,,,,,,,
Erving,05/27/2020,6,286.53,89,"4,250",6.70%,,,,,,,,
Essex,05/27/2020,22,591.29,170,"4,569",12.90%,,,,,,,,
Everett,05/27/2020,1565,3224.38,5122,"10,553",30.60%,,,,,,,,
Fairhaven,05/27/2020,211,1316.24,1648,"10,280",12.80%,,,,,,,,
Fall River,05/27/2020,1218,1361.7,8741,"9,772",13.90%,,,,,,,,
Falmouth,05/27/2020,178,569.57,2057,"6,582",8.70%,,,,,,,,
Fitchburg,05/27/2020,710,1684.35,4113,"9,757",17.30%,,,,,,,,
Florida,05/27/2020,<5,*,27,"3,440",*,,,,,,,,
Foxborough,05/27/2020,105,579.7,1038,"5,731",10.10%,,,,,,,,
Framingham,05/27/2020,1625,2182.2,6988,"9,384",23.30%,,,,,,,,
Franklin,05/27/2020,120,354.9,1565,"4,629",7.70%,,,,,,,,
Freetown,05/27/2020,83,917.3,567,"6,266",14.60%,,,,,,,,
Gardner,05/27/2020,178,890.45,2723,"13,622",6.50%,,,,,,,,
Georgetown,05/27/2020,52,582.06,433,"4,847",12.00%,,,,,,,,
Gill,05/27/2020,<5,*,44,"2,641",*,,,,,,,,
Gloucester,05/27/2020,241,841.92,1462,"5,107",16.50%,,,,,,,,
Goshen,05/27/2020,<5,*,20,"1,743",*,,,,,,,,
Gosnold,05/27/2020,0,0,0,0,0.00%,,,,,,,,
Grafton,05/27/2020,87,436.21,981,"4,919",8.90%,,,,,,,,
Granby,05/27/2020,28,455.91,229,"3,729",12.20%,,,,,,,,
Granville,05/27/2020,10,642.55,66,"4,241",15.20%,,,,,,,,
Great Barrington,05/27/2020,72,1059.49,680,"10,006",10.60%,,,,,,,,
Greenfield,05/27/2020,191,1099.95,1174,"6,761",16.30%,,,,,,,,
Groton,05/27/2020,40,343.48,593,"5,092",6.70%,,,,,,,,
Groveland,05/27/2020,29,424.37,364,"5,327",8.00%,,,,,,,,
Hadley,05/27/2020,42,730.39,423,"7,356",9.90%,,,,,,,,
Halifax,05/27/2020,56,732.85,493,"6,452",11.40%,,,,,,,,
Hamilton,05/27/2020,30,401.39,255,"3,412",11.80%,,,,,,,,
Hampden,05/27/2020,67,1356.06,345,"6,983",19.70%,,,,,,,,
Hancock,05/27/2020,<5,*,9,"1,385",*,,,,,,,,
Hanover,05/27/2020,61,425.83,726,"5,068",8.40%,,,,,,,,
Hanson,05/27/2020,93,868.61,682,"6,370",13.60%,,,,,,,,
Hardwick,05/27/2020,7,211.39,125,"3,775",5.60%,,,,,,,,
Harvard,05/27/2020,17,245.4,195,"2,815",8.70%,,,,,,,,
Harwich,05/27/2020,117,931.3,779,"6,201",15.00%,,,,,,,,
Hatfield,05/27/2020,14,431.15,148,"4,558",9.50%,,,,,,,,
Haverhill,05/27/2020,1104,1676.65,6336,"9,623",17.40%,,,,,,,,
Hawley,05/27/2020,0,0,5,"1,707",0.00%,,,,,,,,
Heath,05/27/2020,0,0,17,"2,818",0.00%,,,,,,,,
Hingham,05/27/2020,254,1067.78,1730,"7,273",14.70%,,,,,,,,
Hinsdale,05/27/2020,<5,*,94,"4,420",*,,,,,,,,
Holbrook,05/27/2020,186,1646.74,942,"8,340",19.70%,,,,,,,,
Holden,05/27/2020,93,493.08,1375,"7,290",6.80%,,,,,,,,
Holland,05/27/2020,8,312.46,67,"2,617",11.90%,,,,,,,,
Holliston,05/27/2020,56,406.25,699,"5,071",8.00%,,,,,,,,
Holyoke,05/27/2020,804,1951.25,3139,"7,618",25.60%,,,,,,,,
Hopedale,05/27/2020,39,686.74,361,"6,357",10.80%,,,,,,,,
Hopkinton,05/27/2020,115,704.9,974,"5,970",11.80%,,,,,,,,
Hubbardston,05/27/2020,5,107.28,201,"4,313",2.50%,,,,,,,,
Hudson,05/27/2020,170,811.59,1199,"5,724",14.20%,,,,,,,,
Hull,05/27/2020,47,475.88,544,"5,508",8.60%,,,,,,,,
Huntington,05/27/2020,14,633.09,104,"4,703",13.50%,,,,,,,,
Ipswich,05/27/2020,62,461.07,777,"5,778",8.00%,,,,,,,,
Kingston,05/27/2020,127,936.34,1044,"7,697",12.20%,,,,,,,,
Lakeville,05/27/2020,55,487.13,624,"5,527",8.80%,,,,,,,,
Lancaster,05/27/2020,81,945.4,478,"5,579",16.90%,,,,,,,,
Lanesborough,05/27/2020,8,262.63,126,"4,136",6.30%,,,,,,,,
Lawrence,05/27/2020,2939,3333.11,10172,"11,536",28.90%,,,,,,,,
Lee,05/27/2020,16,272.12,370,"6,293",4.30%,,,,,,,,
Leicester,05/27/2020,143,1269.55,836,"7,422",17.10%,,,,,,,,
Lenox,05/27/2020,13,266.47,417,"8,547",3.10%,,,,,,,,
Leominster,05/27/2020,575,1416.53,4122,"10,155",13.90%,,,,,,,,
Leverett,05/27/2020,<5,*,65,"3,218",*,,,,,,,,
Lexington,05/27/2020,308,904.68,1830,"5,375",16.80%,,,,,,,,
Leyden,05/27/2020,0,0,3,478,0.00%,,,,,,,,
Lincoln,05/27/2020,34,392.93,447,"5,166",7.60%,,,,,,,,
Littleton,05/27/2020,100,1029,514,"5,289",19.50%,,,,,,,,
Longmeadow,05/27/2020,202,1302.41,973,"6,273",20.80%,,,,,,,,
Lowell,05/27/2020,2581,2208.65,14027,"12,003",18.40%,,,,,,,,
Ludlow,05/27/2020,113,541.6,983,"4,711",11.50%,,,,,,,,
Lunenburg,05/27/2020,60,576.54,606,"5,823",9.90%,,,,,,,,
Lynn,05/27/2020,3281,3251.63,10491,"10,397",31.30%,,,,,,,,
Lynnfield,05/27/2020,89,764.01,754,"6,473",11.80%,,,,,,,,
Malden,05/27/2020,1110,1638.29,5318,"7,849",20.90%,,,,,,,,
Manchester,05/27/2020,18,363.9,168,"3,396",10.70%,,,,,,,,
Mansfield,05/27/2020,157,664.24,1434,"6,067",10.90%,,,,,,,,
Marblehead,05/27/2020,221,1149.99,1229,"6,395",18.00%,,,,,,,,
Marion,05/27/2020,13,280.14,445,"9,589",2.90%,,,,,,,,
Marlborough,05/27/2020,918,2113.31,4181,"9,625",22.00%,,,,,,,,
Marshfield,05/27/2020,155,599.39,1481,"5,727",10.50%,,,,,,,,
Mashpee,05/27/2020,53,344.65,999,"6,496",5.30%,,,,,,,,
Mattapoisett,05/27/2020,29,501.61,283,"4,895",10.20%,,,,,,,,
Maynard,05/27/2020,71,680.43,632,"6,057",11.20%,,,,,,,,
Medfield,05/27/2020,34,298.24,530,"4,649",6.40%,,,,,,,,
Medford,05/27/2020,961,1580.22,4594,"7,554",20.90%,,,,,,,,
Medway,05/27/2020,109,833.34,701,"5,359",15.50%,,,,,,,,
Melrose,05/27/2020,233,805.61,1696,"5,864",13.70%,,,,,,,,
Mendon,05/27/2020,27,466.07,255,"4,402",10.60%,,,,,,,,
Merrimac,05/27/2020,33,516.44,370,"5,790",8.90%,,,,,,,,
Methuen,05/27/2020,905,1689.98,4711,"8,797",19.20%,,,,,,,,
Middleborough,05/27/2020,252,936.04,1996,"7,414",12.60%,,,,,,,,
Middlefield,05/27/2020,0,0,8,"1,763",0.00%,,,,,,,,
Middleton,05/27/2020,159,1540.8,753,"7,297",21.10%,,,,,,,,
Milford,05/27/2020,609,2078.27,2809,"9,586",21.70%,,,,,,,,
Millbury,05/27/2020,198,1449.8,1041,"7,622",19.00%,,,,,,,,
Millis,05/27/2020,47,595.26,473,"5,991",9.90%,,,,,,,,
Millville,05/27/2020,13,366.12,160,"4,506",8.10%,,,,,,,,
Milton,05/27/2020,291,1016.43,1662,"5,805",17.50%,,,,,,,,
Monroe,05/27/2020,0,0,4,"4,026",0.00%,,,,,,,,
Monson,05/27/2020,33,391.22,321,"3,805",10.30%,,,,,,,,
Montague,05/27/2020,25,292.45,435,"5,089",5.70%,,,,,,,,
Monterey,05/27/2020,0,0,21,"2,251",0.00%,,,,,,,,
Montgomery,05/27/2020,<5,*,9,"1,016",*,,,,,,,,
Mount Washington,05/27/2020,0,0,2,"1,475",0.00%,,,,,,,,
Nahant,05/27/2020,39,1191.96,238,"7,274",16.40%,,,,,,,,
Nantucket,05/27/2020,13,114.64,559,"4,930",2.30%,,,,,,,,
Natick,05/27/2020,395,1099.59,2070,"5,762",19.10%,,,,,,,,
Needham,05/27/2020,311,1060.99,1884,"6,427",16.50%,,,,,,,,
New Ashford,05/27/2020,0,0,3,"1,653",0.00%,,,,,,,,
New Bedford,05/27/2020,1756,1763.85,9121,"9,162",19.30%,,,,,,,,
New Braintree,05/27/2020,<5,*,40,"3,778",*,,,,,,,,
New Marlborough,05/27/2020,6,392.17,36,"2,353",16.70%,,,,,,,,
New Salem,05/27/2020,0,0,40,"4,054",0.00%,,,,,,,,
Newbury,05/27/2020,11,165.45,305,"4,587",3.60%,,,,,,,,
Newburyport,05/27/2020,71,398.79,1146,"6,437",6.20%,,,,,,,,
Newton,05/27/2020,745,812.19,5290,"5,767",14.10%,,,,,,,,
Norfolk,05/27/2020,24,194.4,406,"3,289",5.90%,,,,,,,,
North Adams,05/27/2020,46,352.3,567,"4,342",8.10%,,,,,,,,
North Andover,05/27/2020,311,1028.15,2478,"8,192",12.60%,,,,,,,,
North Attleborough,05/27/2020,239,791,1632,"5,401",14.60%,,,,,,,,
North Brookfield,05/27/2020,14,301.29,197,"4,240",7.10%,,,,,,,,
North Reading,05/27/2020,183,1106.76,837,"5,062",21.90%,,,,,,,,
Northampton,05/27/2020,269,920.24,1924,"6,582",14.00%,,,,,,,,
Northborough,05/27/2020,204,1490.05,1125,"8,217",18.10%,,,,,,,,
Northbridge,05/27/2020,300,1668.12,1399,"7,779",21.40%,,,,,,,,
Northfield,05/27/2020,<5,*,127,"4,264",*,,,,,,,,
Norton,05/27/2020,121,609.18,1257,"6,328",9.60%,,,,,,,,
Norwell,05/27/2020,118,1102.3,682,"6,371",17.30%,,,,,,,,
Norwood,05/27/2020,540,1793.29,3016,"10,016",17.90%,,,,,,,,
Oak Bluffs,05/27/2020,5,96.73,227,"4,392",2.20%,,,,,,,,
Oakham,05/27/2020,<5,*,86,"4,070",*,,,,,,,,
Orange,05/27/2020,39,477.78,505,"6,187",7.70%,,,,,,,,
Orleans,05/27/2020,15,265.58,251,"4,444",6.00%,,,,,,,,
Otis,05/27/2020,<5,*,50,"2,691",*,,,,,,,,
Oxford,05/27/2020,63,457.1,735,"5,333",8.60%,,,,,,,,
Palmer,05/27/2020,45,378.33,590,"4,960",7.60%,,,,,,,,
Paxton,05/27/2020,29,585.95,229,"4,627",12.70%,,,,,,,,
Peabody,05/27/2020,911,1633.62,4301,"7,713",21.20%,,,,,,,,
Pelham,05/27/2020,<5,*,50,"4,010",*,,,,,,,,
Pembroke,05/27/2020,85,455.2,985,"5,275",8.60%,,,,,,,,
Pepperell,05/27/2020,47,382.71,501,"4,079",9.40%,,,,,,,,
Peru,05/27/2020,<5,*,40,"4,757",*,,,,,,,,
Petersham,05/27/2020,7,552.57,73,"5,763",9.60%,,,,,,,,
Phillipston,05/27/2020,15,875.04,98,"5,717",15.30%,,,,,,,,
Pittsfield,05/27/2020,169,381.68,3243,"7,324",5.20%,,,,,,,,
Plainfield,05/27/2020,<5,*,27,"4,278",*,,,,,,,,
Plainville,05/27/2020,61,668.59,511,"5,601",11.90%,,,,,,,,
Plymouth,05/27/2020,526,847.89,4354,"7,018",12.10%,,,,,,,,
Plympton,05/27/2020,9,301.1,152,"5,085",5.90%,,,,,,,,
Princeton,05/27/2020,<5,*,161,"4,935",*,,,,,,,,
Provincetown,05/27/2020,22,838.46,245,"9,337",9.00%,,,,,,,,
Quincy,05/27/2020,1069,1056.95,6560,"6,486",16.30%,,,,,,,,
Randolph,05/27/2020,894,2612.58,3483,"10,179",25.70%,,,,,,,,
Raynham,05/27/2020,223,1492.93,1308,"8,757",17.00%,,,,,,,,
Reading,05/27/2020,276,1004.22,1623,"5,905",17.00%,,,,,,,,
Rehoboth,05/27/2020,54,428.03,550,"4,360",9.80%,,,,,,,,
Revere,05/27/2020,1582,2597,5778,"9,485",27.40%,,,,,,,,
Richmond,05/27/2020,5,376.53,40,"3,012",12.50%,,,,,,,,
Rochester,05/27/2020,31,549.88,299,"5,304",10.40%,,,,,,,,
Rockland,05/27/2020,273,1513.6,1428,"7,917",19.10%,,,,,,,,
Rockport,05/27/2020,76,1159.56,345,"5,264",22.00%,,,,,,,,
Rowe,05/27/2020,0,0,15,"4,381",0.00%,,,,,,,,
Rowley,05/27/2020,34,550.73,328,"5,313",10.40%,,,,,,,,
Royalston,05/27/2020,<5,*,53,"4,157",*,,,,,,,,
Russell,05/27/2020,11,582.93,71,"3,763",15.50%,,,,,,,,
Rutland,05/27/2020,47,521.7,460,"5,106",10.20%,,,,,,,,
Salem,05/27/2020,585,1299.46,3334,"7,406",17.50%,,,,,,,,
Salisbury,05/27/2020,50,565.57,489,"5,531",10.20%,,,,,,,,
Sandisfield,05/27/2020,<5,*,110,"11,776",*,,,,,,,,
Sandwich,05/27/2020,88,418.36,969,"4,607",9.10%,,,,,,,,
Saugus,05/27/2020,506,1780.1,2358,"8,295",21.50%,,,,,,,,
Savoy,05/27/2020,<5,*,28,"4,428",*,,,,,,,,
Scituate,05/27/2020,147,811.19,1073,"5,921",13.60%,,,,,,,,
Seekonk,05/27/2020,74,528.48,642,"4,585",11.50%,,,,,,,,
Sharon,05/27/2020,131,715.43,1042,"5,691",12.60%,,,,,,,,
Sheffield,05/27/2020,15,485.9,142,"4,600",10.60%,,,,,,,,
Shelburne,05/27/2020,8,432.6,161,"8,706",5.00%,,,,,,,,
Sherborn,05/27/2020,13,338.78,130,"3,388",10.00%,,,,,,,,
Shirley,05/27/2020,167,1981.24,2198,"26,076",7.60%,,,,,,,,
Shrewsbury,05/27/2020,306,776.67,2310,"5,863",13.20%,,,,,,,,
Shutesbury,05/27/2020,<5,*,51,"2,904",*,,,,,,,,
Somerset,05/27/2020,187,1010.4,1839,"9,936",10.20%,,,,,,,,
Somerville,05/27/2020,846,1105.33,6683,"8,732",12.70%,,,,,,,,
South Hadley,05/27/2020,134,740.37,851,"4,702",15.70%,,,,,,,,
Southampton,05/27/2020,29,482.89,253,"4,213",11.50%,,,,,,,,
Southborough,05/27/2020,39,401.12,477,"4,906",8.20%,,,,,,,,
Southbridge,05/27/2020,119,706.51,681,"4,043",17.50%,,,,,,,,
Southwick,05/27/2020,47,479.92,412,"4,207",11.40%,,,,,,,,
Spencer,05/27/2020,46,399.3,596,"5,174",7.70%,,,,,,,,
Springfield,05/27/2020,2432,1536,11374,"7,184",21.40%,,,,,,,,
Sterling,05/27/2020,114,1447.92,601,"7,633",19.00%,,,,,,,,
Stockbridge,05/27/2020,14,802.96,120,"6,883",11.70%,,,,,,,,
Stoneham,05/27/2020,354,1587.16,1846,"8,277",19.20%,,,,,,,,
Stoughton,05/27/2020,576,2082.61,2637,"9,534",21.80%,,,,,,,,
Stow,05/27/2020,28,388.36,289,"4,008",9.70%,,,,,,,,
Sturbridge,05/27/2020,34,325.61,319,"3,055",10.70%,,,,,,,,
Sudbury,05/27/2020,181,1010.95,1045,"5,837",17.30%,,,,,,,,
Sunderland,05/27/2020,9,236.75,128,"3,367",7.00%,,,,,,,,
Sutton,05/27/2020,47,523.12,419,"4,664",11.20%,,,,,,,,
Swampscott,05/27/2020,122,890.08,1043,"7,609",11.70%,,,,,,,,
Swansea,05/27/2020,113,707.6,1184,"7,414",9.50%,,,,,,,,
Taunton,05/27/2020,894,1560.79,5356,"9,351",16.70%,,,,,,,,
Templeton,05/27/2020,116,1298.85,618,"6,920",18.80%,,,,,,,,
Tewksbury,05/27/2020,560,1818.73,3019,"9,805",18.50%,,,,,,,,
Tisbury,05/27/2020,6,144.18,264,"6,344",2.30%,,,,,,,,
Tolland,05/27/2020,<5,*,7,"1,658",*,,,,,,,,
Topsfield,05/27/2020,109,1865.18,433,"7,409",25.20%,,,,,,,,
Townsend,05/27/2020,30,327.91,401,"4,383",7.50%,,,,,,,,
Truro,05/27/2020,9,455.74,78,"3,950",11.50%,,,,,,,,
Tyngsborough,05/27/2020,83,692.19,777,"6,480",10.70%,,,,,,,,
Tyringham,05/27/2020,<5,*,14,"5,576",*,,,,,,,,
Upton,05/27/2020,24,265.46,284,"3,141",8.50%,,,,,,,,
Uxbridge,05/27/2020,65,421.71,682,"4,425",9.50%,,,,,,,,
Wakefield,05/27/2020,293,1084.99,2247,"8,321",13.00%,,,,,,,,
Wales,05/27/2020,<5,*,56,"2,938",*,,,,,,,,
Walpole,05/27/2020,224,864.84,1716,"6,625",13.10%,,,,,,,,
Waltham,05/27/2020,1123,1684.68,4745,"7,118",23.70%,,,,,,,,
Ware,05/27/2020,26,256.44,438,"4,320",5.90%,,,,,,,,
Wareham,05/27/2020,200,835.05,1598,"6,672",12.50%,,,,,,,,
Warren,05/27/2020,18,331.98,159,"2,933",11.30%,,,,,,,,
Warwick,05/27/2020,0,0,30,"4,003",0.00%,,,,,,,,
Washington,05/27/2020,<5,*,17,"3,722",*,,,,,,,,
Watertown,05/27/2020,358,1079.2,2234,"6,734",16.00%,,,,,,,,
Wayland,05/27/2020,103,775.49,817,"6,151",12.60%,,,,,,,,
Webster,05/27/2020,163,948.17,1300,"7,562",12.50%,,,,,,,,
Wellesley,05/27/2020,218,733.15,1347,"4,530",16.20%,,,,,,,,
Wellfleet,05/27/2020,5,181.25,112,"4,060",4.50%,,,,,,,,
Wendell,05/27/2020,0,0,30,"4,107",0.00%,,,,,,,,
Wenham,05/27/2020,19,364.96,159,"3,054",11.90%,,,,,,,,
West Boylston,05/27/2020,41,522.28,535,"6,815",7.70%,,,,,,,,
West Bridgewater,05/27/2020,140,1931.7,599,"8,265",23.40%,,,,,,,,
West Brookfield,05/27/2020,16,431.32,273,"7,359",5.90%,,,,,,,,
West Newbury,05/27/2020,8,196.01,138,"3,381",5.80%,,,,,,,,
West Springfield,05/27/2020,334,1133.85,1947,"6,610",17.20%,,,,,,,,
West Stockbridge,05/27/2020,<5,*,45,"3,763",*,,,,,,,,
West Tisbury,05/27/2020,7,242.81,99,"3,434",7.10%,,,,,,,,
Westborough,05/27/2020,323,1714.24,1475,"7,828",21.90%,,,,,,,,
Westfield,05/27/2020,427,1026.97,2392,"5,753",17.90%,,,,,,,,
Westford,05/27/2020,132,570.46,1331,"5,752",9.90%,,,,,,,,
Westhampton,05/27/2020,5,293.92,47,"2,763",10.60%,,,,,,,,
Westminster,05/27/2020,29,395.52,419,"5,715",6.90%,,,,,,,,
Weston,05/27/2020,106,955.49,835,"7,527",12.70%,,,,,,,,
Westport,05/27/2020,75,450.62,949,"5,702",7.90%,,,,,,,,
Westwood,05/27/2020,120,814.15,959,"6,506",12.50%,,,,,,,,
Weymouth,05/27/2020,672,1198.64,4281,"7,636",15.70%,,,,,,,,
Whately,05/27/2020,<5,*,28,"1,905",*,,,,,,,,
Whitman,05/27/2020,178,1154.36,1028,"6,667",17.30%,,,,,,,,
Wilbraham,05/27/2020,210,1444.05,879,"6,044",23.90%,,,,,,,,
Williamsburg,05/27/2020,10,405.37,158,"6,405",6.30%,,,,,,,,
Williamstown,05/27/2020,83,1126.38,554,"7,518",15.00%,,,,,,,,
Wilmington,05/27/2020,314,1288.3,1607,"6,593",19.50%,,,,,,,,
Winchendon,05/27/2020,81,753.72,695,"6,467",11.70%,,,,,,,,
Winchester,05/27/2020,106,474.83,1392,"6,236",7.60%,,,,,,,,
Windsor,05/27/2020,0,0,28,"3,278",0.00%,,,,,,,,
Winthrop,05/27/2020,240,1273.4,1343,"7,126",17.90%,,,,,,,,
Woburn,05/27/2020,557,1342.46,3154,"7,602",17.70%,,,,,,,,
Worcester,05/27/2020,4681,2439.69,20118,"10,485",23.30%,,,,,,,,
Worthington,05/27/2020,0,0,40,"3,772",0.00%,,,,,,,,
Wrentham,05/27/2020,186,1649.74,1217,"10,794",15.30%,,,,,,,,
Yarmouth,05/27/2020,107,445.4,1419,"5,907",7.50%,,,,,,,,
Unknown,05/27/2020,302,*,27456,*,*,,,,,,,,
State,05/27/2020,94220,1352.42,552144,"7,925",17%,,,,,,,,
